5
3
7
9
1
2
3
1
2
4
9
6
7
10
5
5
6
7
8
9
7
10
10
9
9
7
8
6
6
6
10
6
10
10
7
6
7
4
6
6
6
6
6
6
10
5
7
9
1
2
6
4
1
2
2
6
9
4
7
7
6
10
7
6
2
10
9
6
9
7
7
7
7
9
9
6
7
6
7
6
10
6
9
9
6
6
6
6
8
2
6
6
1
2
1
8
6
4
4
10
6
9
8
7
2
1
7
9
10
9
6
6
1
6
6
8
8
6
7
10
5
7
6
4
4
4
7
6
7
3
4
7
3
3
6
6
7
6
6
9
6
9
7
7
6
8
9
7
6
9
6
9
5
9
9
6
6
6
6
10
10
9
6
2
6
