p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116
"Strana Zelených [SZ]","Česká Strana Sociálně Demokratická [ČSSD]","Křesťanská a Demokratická Unie-Československá Strana Lidová [KDU-CSL]","Sdruzení pro Republiku-Republikánská Strana Československa [SPR-RSC]","Levý Blok [LB]","Občanská Demokratická Aliance [ODA]","Svobodní Demokraté-Liberální Strana Národně Sociální [SD-LSNS]","Občanská Demokratická Strana [ODS]","Nezávislí [NEZ]","Moravská Národní Strana-Hnutí Slezskomoravského Sjednocenì [MNS-HSMS]","Demokratická Unie [DEU]","Důchodci za Životní Jistoty [DŽJ]","Strana Demokratické Levice [SDL]","Českomoravská Unie Středu [ČMUS]","Česká Pravice [ČP]","Komunistická Strana Čech and Moravy [KSČM]","Hnutí Samosprávné Moravy a Slezka-Moravské Národní Sjednocení [HSMS-MNSJ]","Občanská Koalice-Politický Klub [OK-PK]","Moravská Democratická Strana [MODS]","Unie Svobody [US]","Česká Strana Národne Sociální [ČSNS]","Nezávislí Kandidáti","Křesťanská a Demokratická Unie/ČeskoslovenskáStrana Lidová-Demokratická Unie-Občanská Democratická Aliance/Unie Svobody","Pravý Blok [PB]","Klub Angažovaných Nestraníků [KAN]","Strana Drobných Podnikatelů [SDP]","Nezávislá Iniciativa [NEI]","Českomoravská Unie Středu-Hnutí Samosprávné Moravy a Slezska/Moravské Národní Sjednocení-Moravská Národní Strana [ČMUS-HSMSMNSJ-MNS]","Národně Demokratická Strana [NDS]","Demokratická Liga [DL]","Balbínova Poetická Strana [BPS]","Volba pro Budoucnost [VPB]","Humanistická Alliance [HA]","Akce za Zrušení Senatu a Proti Vytunelování Duchodových Fondu [AZSD]","Naděje [N]","Nové Hnutí [NH]","Republikáni Miroslava Sládka [RMS]","Cesta Změny [CZ]","Romská Občanská Iniciativa ČR [ROI ČR]","Strana Zdravého Rozumu [SZR]","Strana Venkova-Spojené Občanské Síly [SV SOS]","České Sociálně Demokratické Hnutí [CSDH]","Republikáni [REP]","Sdružení Nezávislých Kandidátů [SNK]","Strana Demokratického Socialismu [SDS]","Strana za Životní Jistoty [SZJ]","Křesťanská a Demokratická Unie-Československá Strana Lidová-Unie Svobody-Demokratická Unie [KDU-CSL-US-DEU]","Liberální Reformní Strana [LIRA]","Právo a Spravedlnost [PaS]","Monarchist Party of Bohemia, Moravia and Silesia","Sdružení Nezávislých Kandidátů Evropští Demokraté [SNK ED]","Unie Svobody-Demokratická Unie [US-DEU]","Helax–Ostrava se Baví [HOB]","4 VIZE [4 VIZE]","Moravané [M]","Humanistická Strana [HS]","Koalice pro Českou Republiku [KpČR]","Národní Strana [NS]","Folklor i Společnost [FIS]","Nezávislí Demokraté [NEZDEM]","Strana Rovnost Šancí [SRŠ]","Pravá Alternativa [PA]","Strana Konzervativní Smlouvy [SKS]","Demokratická Regionální Strana [DRS]","Republikánská Unie [RU]","Komunistická Strana Československa [KSČ]","Coexistentia [COEX]","Unie pro Evropu [UPE]","Volba pro Město [VPM]","Celostátní Aktiv Občanů [CAO]","Mladí Demokraté [MD]","Nestraníci pro Moravu [NPM]","Spojení Demokraté-Sdružení Nezávislých [SD-SN]","Vas Hlas...Plat Našich Senatoru Půjde na Zdravotní [Vas Hlas]","Občanská Koalice-Politický Klub [OK]","ED-Občanská Demokratická Alliance [ED-ODA]","Aktiv Nezávislých Občanů [ANEO]","Hnutí Nezávislých za Harmonický Rozvoj Obcí a Měst [HNHRM]","Konzervativní Strana [KONS]","Strana pro Otevřenou Společnost [SOS]","Unie Svobody-Demokratická Unie-Občanská Demokratická Alliance [US-DEU-ODA]","Sebeobrana Voličů-Váš Hlas pro Zdravotnictví [SeVo]","Sdruženi pro Zdraví, Sport a Prosperitu [SZSP]","Rozumu a Citu za Pořádek v Naší Zemi [K_ROZCIT]","Nestraníci pro Moravu-Sdružení Nezávislých Kandidátů [NPM-SNK]","Narodni Sjednoceni [NSJ]","Strana Práce [SP]","Hnutí na Podporu Dobrovského Hasičů a Dal. Dobrovolníků [HNPD]","Svobodná Občanská Samospráva [SvOS]","Sdružení Nezávislých Kandidátů Evropští Demokraté-Konzervativní Strana [SNK ED-KONS]","Politika 21 [“21”]","Celý Plat Senatora na Zdravotní Našeho Obvodu [Plat_Zdr]","Unie Prahy 4 [Unie_P4]","Nezávislí pro Prahu [NPP]","Zeleni [“Z”]","Křest’anská a Demokratická Unie-Československá Strana Lidová-Strana Zelených [KDU-CSL-SZ]","Nestraníci [Nestran.]","Volba pro Lidi [Pro Lidi]","Sdružení Nestraníků [SN]","Nezávislá Volba [NV]","Nezávislí Starostové pro Kraj [NSK]","Strana Důstojného Života [SDŽ]","STŘEDOČEŠI [STREDOC]","Severočeši.cz [S.cz]","Národní Socialismus-Strana Zdravého Rozumu [NS-SZR]","Unie Svobody-Demokratická-Strana pro Otevřenou Společnost [US-DEU-SOS]","Unie Svobody-Demokratická Unie-Klub Angažovaných Nestraníků [US-DEU-KAN]","Česká Strana Národne Socialistická 20005 [CSNS2005]","Strana Občanské Sebeobrany [SOSPRAHA]","Věci Veřejné [VV]","Strana Zdravého Rozumu-Česká Strana Národne Sociální [SZR-ČSNS]","DOHODA pro Senatni Obvod Kladno [DOHODA30]","Unie Svobody-Demokratická Unie-Strana pro Otevřenou Společnost-Volba pro Město [US-SOS-VPM]","Dělnická Strana [DS]"
